ID,Team,Date,Week,Day,Soreness,Mood,Hydration,School,Comment
EMy,u14s,2021-11-11,45,Thursday,Poor,Good,Good,Good,very sore from school match yesterday
HM,u15s,2021-11-13,45,Saturday,Good,Very good,"Very, very good",NA,Good
GT,u15s,2021-11-13,45,Saturday,Good,Very good,Very good,NA,feeling great
GT,u15s,2021-11-15,46,Monday,Moderate,Poor,Good,Poor,"feeling ok, neck still hurts a bit and head still hurts from injury on Thursday"
GN,u16s,2021-11-15,46,Monday,Good,Good,Moderate,Good,Good
ND,u16s,2021-11-15,46,Monday,Moderate,Moderate,Moderate,Moderate,NA
MG,u15s,2021-11-15,46,Monday,Good,Good,Good,Good,NA
EF,u14s,2021-11-15,46,Monday,Moderate,"Very, very good",Very good,"Very, very good",My right ankle has a pain when I move it certain ways or put too much pressure on it but other than that I feel great.
AC,u15s,2021-11-15,46,Monday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
Ndu,u16s,2021-11-15,46,Monday,Moderate,Moderate,Moderate,Moderate,Fine
RO,u15s,2021-11-15,46,Monday,Moderate,Very good,Very good,Very good,All good. Apart from back but I think getting better
AI,u15s,2021-11-15,46,Monday,Poor,Good,Good,Poor,Had my covid vaccine so my arm is quite sore/dead
EMy,u14s,2021-11-15,46,Monday,Moderate,Good,Good,Good,good but sore off this morning
AMc,u15s,2021-10-15,41,Friday,Moderate,Good,Good,"Very, very poor",I feel ok
RM,u16s,2021-11-15,46,Monday,"Very, very poor",Moderate,Very good,Good,I’m good
IM,u16s,2021-11-15,46,Monday,Good,Poor,Moderate,"Very, very poor",Weak and ill
DM,u15s,2021-11-15,46,Monday,Good,Good,Good,Good,good
EM,u15s,2021-11-16,46,Tuesday,Moderate,Moderate,Good,Poor,Fine
IG,u14s,2021-11-16,46,Tuesday,Very good,Good,Very good,Good,Good
MG,u15s,2021-11-16,46,Tuesday,Good,Good,Good,NA,NA
LT,u15s,2021-11-16,46,Tuesday,Moderate,Moderate,Moderate,Good,I’m quite tired- I had cross country practice on Monday.
AT,u14s,2021-11-16,46,Tuesday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
ES,u15s,2021-11-16,46,Tuesday,Good,Good,Good,Good,Legs are a bit tired from pe but fine
RH,u15s,2021-11-16,46,Tuesday,Moderate,Good,Moderate,Good,NA
GN,u16s,2021-11-16,46,Tuesday,Moderate,Good,Moderate,Moderate,"Ok, my left quad is quite sore"
NW,u14s,2021-11-16,46,Tuesday,Very good,Very good,Very good,Very good,Great
EF,u14s,2021-11-16,46,Tuesday,Very good,Very good,Very good,Very good,I feel good and however my ankle is slightly still a little iffy but better than yesterday.
EMy,u14s,2021-11-16,46,Tuesday,Moderate,Very good,Very good,Good,good but sore
MerB,u14s,2021-11-16,46,Tuesday,Moderate,Moderate,Poor,Moderate,Fine
MedB,u14s,2021-11-16,46,Tuesday,Moderate,Good,Good,Good,Good
CS,u15s,2021-11-16,46,Tuesday,Good,Good,Good,Good,Good
EO,u16s,2021-11-16,46,Tuesday,Poor,Poor,Moderate,Poor,tired and legs hurt
AC,u15s,2021-11-16,46,Tuesday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
RO,u15s,2021-11-17,46,Wednesday,Moderate,Very good,Very good,Very good,All good. Apart from back but it not hurting to much.
KW,u14s,2021-11-17,46,Wednesday,Good,Good,Good,Good,happy
ES,u15s,2021-11-17,46,Wednesday,Very good,Good,Moderate,Good,NA
AT,u14s,2021-11-17,46,Wednesday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
GN,u16s,2021-11-17,46,Wednesday,Moderate,Good,Moderate,Moderate,Ok
AS,u16s,2021-11-17,46,Wednesday,Good,Good,Good,Good,Feel good after tests for concussion
CS,u15s,2021-11-17,46,Wednesday,Moderate,Good,Good,Good,Had a football tournament before
RO,u15s,2021-11-17,46,Wednesday,Moderate,Very good,Very good,Very good,Already rated how feel
AC,u15s,2021-11-18,46,Thursday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
ES,u15s,2021-11-18,46,Thursday,Good,Good,Moderate,Good,NA
RH,u15s,2021-11-18,46,Thursday,Moderate,Good,Moderate,Moderate,Fine - had a maths test though
CS,u15s,2021-11-18,46,Thursday,Moderate,Good,Good,Good,Had a football tournament yesterday feeling sore
AT,u14s,2021-11-18,46,Thursday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
GNo,u14s,2021-11-18,46,Thursday,Very good,Very good,Good,NA,Very good
MG,u15s,2021-11-18,46,Thursday,Good,Good,Good,Good,NA
NW,u14s,2021-11-18,46,Thursday,Very good,Very good,Very good,Very good,Great
GN,u16s,2021-11-18,46,Thursday,Good,Good,Moderate,Moderate,Good
HM,u15s,2021-11-18,46,Thursday,Moderate,Very good,Very good,Very good,Hurt my knee in futsal last night
KW,u14s,2021-11-18,46,Thursday,Good,Good,Good,Good,happy
LT,u15s,2021-10-18,42,Monday,Moderate,Good,Moderate,Good,Tired.
IG,u14s,2021-11-18,46,Thursday,Very good,Good,Very good,Good,Good
MerB,u14s,2021-11-18,46,Thursday,Very poor,Poor,Moderate,Good,Legs are ache
MedB,u14s,2021-11-18,46,Thursday,Poor,Moderate,Poor,Moderate,My legs are sore but other than that fine
EMy,u14s,2021-11-18,46,Thursday,Very good,Very good,Very good,Very good,very good just normal
HD,u14s,2021-11-18,46,Thursday,Moderate,Moderate,Moderate,Poor,Good
AG,u14s,2021-11-18,46,Thursday,Good,Good,Good,Poor,Good
BT,u14s,2021-11-18,46,Thursday,Very good,Very good,Very good,"Very, very good",good
TH,u14s,2021-11-18,46,Thursday,Very poor,Good,Good,Good,Good
GN,u16s,2021-11-22,47,Monday,Good,Good,Moderate,Good,Good
MG,u15s,2021-11-22,47,Monday,Good,Good,Good,Good,NA
NW,u14s,2021-11-22,47,Monday,Very good,Very good,Very good,Very good,Great
KW,u14s,2021-11-22,47,Monday,Good,Good,Good,Good,happy
AMc,u15s,2021-11-22,47,Monday,Moderate,Moderate,Good,"Very, very poor",I feel ok
RO,u15s,2021-11-22,47,Monday,Moderate,Very good,Very good,Very good,All good. Idk about my back though.
GNo,u14s,2021-11-22,47,Monday,Good,Good,Moderate,Moderate,Very good
MerB,u14s,2021-11-22,47,Monday,Good,Moderate,Poor,Moderate,Fine
MedB,u14s,2021-11-22,47,Monday,Good,Moderate,Good,Good,Good
HM,u15s,2021-11-22,47,Monday,Moderate,Very good,Good,Very good,Bad headache
RO,u15s,2021-11-22,47,Monday,Moderate,Very good,Very good,Very good,All good
EP,u15s,2021-11-22,47,Monday,Very good,Very good,Very good,Good,NA
EMy,u14s,2021-11-22,47,Monday,Very good,Very good,Very good,Very good,good
TH,u14s,2021-11-22,47,Monday,Very poor,Good,Good,Good,Absolutely smashing
BT,u14s,2021-11-22,47,Monday,Very good,Very good,"Very, very good",Very good,good
EP,u15s,2021-11-23,47,Tuesday,Good,Very good,Good,Good,NA
ES,u15s,2021-11-23,47,Tuesday,Good,Very good,Moderate,Good,NA
AMc,u15s,2021-11-23,47,Tuesday,Moderate,Good,Good,"Very, very poor",I feel ok
RH,u15s,2021-11-23,47,Tuesday,Moderate,Good,Moderate,Good,NA
HM,u15s,2021-11-23,47,Tuesday,Very good,"Very, very good","Very, very good","Very, very good",Good no soreness
LT,u15s,2021-11-23,47,Tuesday,Good,Moderate,Good,Moderate,Good.
IG,u14s,2021-11-24,47,Wednesday,Very good,Good,Very good,Good,Good
AT,u14s,2021-11-24,47,Wednesday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
GN,u16s,2021-11-24,47,Wednesday,Good,Good,Moderate,Moderate,Quite tired
RO,u15s,2021-11-24,47,Wednesday,Moderate,Very good,Very good,Very good,All good. I don’t really know about my back .
MedB,u14s,2021-11-24,47,Wednesday,Moderate,Moderate,Good,Moderate,Good
KW,u14s,2021-11-24,47,Wednesday,Good,Good,Good,Good,happy
MerB,u14s,2021-11-24,47,Wednesday,Moderate,Moderate,Good,Poor,Fine
ES,u15s,2021-11-24,47,Wednesday,Good,Very good,Good,Very good,Good
Ndu,u16s,2021-11-24,47,Wednesday,Moderate,Moderate,Moderate,Poor,Fine
FS,u16s,2021-11-24,47,Wednesday,Moderate,Good,Good,Good,NA
AS,u16s,2021-11-24,47,Wednesday,Very good,Good,Good,Good,Good
RO,u15s,2021-11-24,47,Wednesday,Moderate,Very good,Very good,Very good,All good
IM,u16s,2021-11-24,47,Wednesday,"Very, very good",Very good,Very good,Good,Great
KW,u14s,2021-11-25,47,Thursday,Good,Good,Good,Good,happy
IG,u14s,2021-11-25,47,Thursday,Very good,Good,Very good,Good,Good
TM,u16s,2021-11-25,47,Thursday,Poor,Good,Moderate,Moderate,Tired and legs aching abit and did btec pe in school today
RH,u15s,2021-11-25,47,Thursday,Moderate,Good,Poor,Good,Good
AT,u14s,2021-11-25,47,Thursday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
EMy,u14s,2021-11-25,47,Thursday,Poor,Moderate,Very good,Very good,good a bit tired and my calf’s are feeling tight
GNo,u14s,2021-11-25,47,Thursday,Very good,Very good,Good,Good,Very good
NW,u14s,2021-11-25,47,Thursday,Very good,Very good,Very good,Very good,Great
BT,u14s,2021-11-25,47,Thursday,Very good,Very good,"Very, very good",Very good,good
ES,u15s,2021-11-25,47,Thursday,Good,Very good,Moderate,Very good,Good good
GN,u16s,2021-11-25,47,Thursday,Moderate,Good,Moderate,Good,Tired and my legs are sore from the gym yesterday
MedB,u14s,2021-11-25,47,Thursday,Moderate,Good,Good,Good,Good
MerB,u14s,2021-11-25,47,Thursday,Poor,Poor,Poor,Good,Legs are ache
TP,u14s,2021-11-25,47,Thursday,Good,Good,Good,"Very, very poor",okay
EF,u14s,2021-11-25,47,Thursday,Very good,Very good,Very good,"Very, very good",I feel good and Im ready for training
GN,u16s,2021-11-29,48,Monday,Good,Good,Good,Good,Good
NW,u14s,2021-11-29,48,Monday,Very good,Very good,Very good,Very good,Great
EF,u14s,2021-11-29,48,Monday,"Very, very good",Very good,Very good,NA,I feel good and have no aches or pains.
EP,u15s,2021-11-29,48,Monday,Moderate,Very good,Good,Good,Elbow hurtign
EO,u16s,2021-11-29,48,Monday,Good,Good,Good,Good,fine
RO,u15s,2021-11-29,48,Monday,Moderate,Good,Very good,Very good,I am feeling ok I guess just getting fed up now but trying to stay positive. My back I think has been ok. I played a bit if bench ball in p.e today and it was fine no pain. I don’t know I hope it’s getting better.
AMc,u15s,2021-11-29,48,Monday,Good,Good,Good,Very poor,I feel good
EMy,u14s,2021-11-29,48,Monday,Very good,Very good,Very good,Very good,very good
RM,u16s,2021-10-29,43,Friday,Good,Very good,Good,Good,Good
EMy,u14s,2021-11-30,48,Tuesday,Good,Good,Good,Good,good
RH,u15s,2021-11-30,48,Tuesday,Poor,Good,Moderate,Moderate,I feel sore after running in PE
GNo,u14s,2021-11-30,48,Tuesday,Very good,Very good,Good,Good,Very good
ES,u15s,2021-11-30,48,Tuesday,Poor,Good,Moderate,Good,Tired after doing running in pe
NW,u14s,2021-11-30,48,Tuesday,Good,Very good,Very good,Very good,Slightly tight hamstrings but overall very good
EP,u15s,2021-11-30,48,Tuesday,Good,Very good,Very good,Good,NA
ES,u15s,2021-12-01,48,Wednesday,Good,Very good,Good,Very good,Good and school was good
AT,u14s,2021-12-01,48,Wednesday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
KW,u14s,2021-12-01,48,Wednesday,Good,Good,Good,Good,Happy
CS,u15s,2021-12-01,48,Wednesday,Good,Good,Good,Good,good
MedB,u14s,2021-12-01,48,Wednesday,Good,Good,Good,Moderate,Good
MerB,u14s,2021-12-01,48,Wednesday,Good,Good,Good,Good,Fine
RO,u15s,2021-12-01,48,Wednesday,Moderate,Very good,Very good,Very good,Yeah good. Jsut had covid vaccination so left arm might be a little sore. I think my back is ok.
Ndu,u16s,2021-12-01,48,Wednesday,Moderate,Poor,Moderate,Poor,Fine
AG,u14s,2021-12-01,48,Wednesday,Good,Good,Good,Poor,Good
FS,u16s,2021-12-01,48,Wednesday,Poor,Good,Good,Good,NA
AT,u14s,2021-12-02,48,Thursday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
MedB,u14s,2021-12-02,48,Thursday,Moderate,Very good,Good,NA,Good
MerB,u14s,2021-12-02,48,Thursday,Poor,Good,Moderate,NA,Arms and legs are ache
ES,u15s,2021-12-04,48,Saturday,Good,Very good,Good,NA,Pretty good
KW,u14s,2021-12-04,48,Saturday,Good,Good,Good,Good,happy
NW,u14s,2021-12-04,48,Saturday,Very good,Very good,Very good,NA,Great
EF,u14s,2021-12-04,48,Saturday,"Very, very good",Very good,Very good,NA,I have no aches or pains and I am ready for the match.
EMy,u14s,2021-12-04,48,Saturday,"Very, very good","Very, very good","Very, very good",NA,very very good
GNo,u14s,2021-12-04,48,Saturday,Very good,Very good,Good,NA,Very good
BT,u14s,2021-12-04,48,Saturday,Very good,Very good,Good,NA,good
GN,u16s,2021-12-06,49,Monday,Good,Moderate,Moderate,Good,Ok
MG,u15s,2021-12-06,49,Monday,Good,Good,Good,Good,NA
ND,u16s,2021-12-06,49,Monday,Moderate,Moderate,Moderate,Moderate,NA
RO,u15s,2021-12-06,49,Monday,Moderate,Good,Very good,Good,Frustrated and have no idea about my back
Ndu,u16s,2021-12-06,49,Monday,Moderate,Very poor,Moderate,Moderate,Fine
TH,u14s,2021-12-06,49,Monday,Very poor,Good,Very good,Good,Good
TP,u14s,2021-12-06,49,Monday,Very good,Good,Good,NA,fine
NG,u14s,2021-12-06,49,Monday,Very good,Good,Good,Good,fine
EMy,u14s,2021-12-06,49,Monday,Moderate,Very good,Very good,Very good,very good groin sore
FS,u16s,2021-12-06,49,Monday,Good,Good,Good,Good,NA
EP,u15s,2021-12-06,49,Monday,Very good,Very good,Good,Good,NA
HM,u15s,2021-12-06,49,Monday,"Very, very good","Very, very good","Very, very good","Very, very good",Good
AMc,u15s,2021-12-06,49,Monday,Good,Good,Good,Poor,I feel ok
FS,u16s,2021-12-06,49,Monday,Good,Good,Good,Good,NA
IM,u16s,2021-12-06,49,Monday,"Very, very good","Very, very good",Very good,Very good,Good
RO,u15s,2021-12-07,49,Tuesday,Moderate,Good,Very good,Very good,My back is fine where it normally hurts but the general are in my lower back has been aching. But apart from that fine.
IG,u14s,2021-12-08,49,Wednesday,Very good,Very good,Good,Good,Good
KW,u14s,2021-12-08,49,Wednesday,Good,Good,Good,Good,happy
AT,u14s,2021-12-08,49,Wednesday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
RO,u15s,2021-12-08,49,Wednesday,Moderate,Good,Very good,Very good,My lower back was aching again today. But my right side of my back where normally hurts was fine.
GN,u16s,2021-12-08,49,Wednesday,Good,Good,Good,Good,Good
ES,u15s,2021-12-08,49,Wednesday,Very good,Good,Moderate,Very good,Quite good
NW,u14s,2021-12-08,49,Wednesday,Very good,Very good,Very good,Very good,Great
EO,u16s,2021-12-08,49,Wednesday,Good,Very poor,Good,Poor,fine
AC,u15s,2021-12-08,49,Wednesday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
LT,u15s,2021-11-08,45,Monday,Good,Good,Moderate,Moderate,Good
FM,u15s,2021-12-08,49,Wednesday,Good,Good,Good,Moderate,Good
Ndu,u16s,2021-12-08,49,Wednesday,Moderate,Good,Good,Good,Fine
PB,u15s,2021-12-08,49,Wednesday,Very good,Good,Good,Moderate,NA
TM,u16s,2021-12-09,49,Thursday,Good,Moderate,Good,Poor,Not very well been sent home from school feel faint and dizzy
IG,u14s,2021-12-09,49,Thursday,Moderate,Good,Moderate,Good,Sore from Cross Country
GN,u16s,2021-12-09,49,Thursday,Good,Good,Moderate,Good,Good
ES,u15s,2021-12-09,49,Thursday,Good,Very good,Good,Good,Good
AT,u14s,2021-12-09,49,Thursday,"Very, very good","Very, very good","Very, very good",NA,NA
RO,u15s,2021-12-08,49,Wednesday,Moderate,Very good,Very good,Very good,All good. Back is fine.
EF,u14s,2021-12-09,49,Thursday,Very good,Very good,Very good,"Very, very good",I have no aches and pains.
MG,u15s,2021-12-09,49,Thursday,Good,Good,Good,NA,NA
EMy,u14s,2021-12-09,49,Thursday,"Very, very poor",Moderate,Moderate,"Very, very good",extremely sore
GNo,u14s,2021-12-09,49,Thursday,Very good,Very good,Good,Good,Very good
CS,u15s,2021-12-09,49,Thursday,Good,Good,Good,Good,Good
KW,u14s,2021-12-09,49,Thursday,Good,Good,Good,Good,happy
BT,u14s,2021-12-09,49,Thursday,Very good,Very good,Very good,Good,good
MerB,u14s,2021-12-09,49,Thursday,Poor,Poor,Moderate,Good,Legs are ache
MedB,u14s,2021-12-09,49,Thursday,Good,Good,Poor,Moderate,Alright
TH,u14s,2021-12-09,49,Thursday,Very good,Very good,Very good,Good,Good
RO,u15s,2021-12-10,49,Friday,Moderate,Very good,Good,Good,All good. I have noticed my back a bit more but it hasn’t really been painful.
AMc,u15s,2021-12-11,49,Saturday,Moderate,Good,Good,NA,I feel ok
GN,u16s,2021-12-13,50,Monday,Good,Good,Moderate,Good,Good
AC,u15s,2021-12-13,50,Monday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
EF,u14s,2021-12-13,50,Monday,Poor,Very good,Very good,Very good,I got my covid vaccine yesterday and my left arm is really achy but everything else it fine.
RO,u15s,2021-12-13,50,Monday,Moderate,Very good,Very good,Very good,All good. Back is fine.
AMc,u15s,2021-12-13,50,Monday,Good,Moderate,Moderate,"Very, very poor",I feel ok
ND,u16s,2021-12-13,50,Monday,Poor,Moderate,Moderate,Moderate,groin is hurting!
MG,u15s,2021-12-13,50,Monday,Good,Good,Good,NA,NA
EMy,u14s,2021-12-13,50,Monday,Very good,Very good,Very good,Very good,good a bit light headed as i had a nosebleed
Ndu,u16s,2021-12-13,50,Monday,Moderate,Moderate,Moderate,Moderate,Fine
AI,u15s,2021-12-13,50,Monday,Good,Good,Moderate,Poor,NA
EP,u15s,2021-12-13,50,Monday,Very good,Good,Good,Good,NA
RH,u15s,2021-12-14,50,Tuesday,Moderate,Good,Moderate,Good,NA
TM,u16s,2021-12-14,50,Tuesday,Moderate,Moderate,Moderate,NA,Not been to school feeling tired and not much energy
RO,u15s,2021-12-14,50,Tuesday,Good,Very good,Very good,Good,All fine. In PE today I played football with 6 girls it was very low intensity and I didn’t push myself. But there was no pain and it was good to play with others people.
KW,u14s,2021-12-15,50,Wednesday,Good,Good,Good,Good,happy
RO,u15s,2021-12-15,50,Wednesday,Good,Very good,Very good,Very good,My back has been fine haven’t felt any pain today. But I haven’t done exercise today.
GN,u16s,2021-12-15,50,Wednesday,Good,Good,Moderate,Good,"Good, my back is a bit sore"
MerB,u14s,2021-12-15,50,Wednesday,Good,Poor,Good,Good,Fine
ES,u15s,2021-12-15,50,Wednesday,Good,Good,Very good,Good,Pretty good
MedB,u14s,2021-12-15,50,Wednesday,Good,Good,Moderate,Moderate,Good
HD,u14s,2021-12-15,50,Wednesday,Moderate,Moderate,Moderate,"Very, very poor",Alright abit tired
TP,u14s,2021-12-15,50,Wednesday,Good,Good,Good,"Very, very poor",mint
CS,u15s,2021-12-15,50,Wednesday,Good,Good,Good,Good,good
FS,u16s,2021-12-15,50,Wednesday,Good,Good,Good,Good,NA
AS,u16s,2021-12-15,50,Wednesday,Very good,Good,Good,Good,Good
KW,u14s,2021-12-16,50,Thursday,Good,Good,Good,Good,happy
GNo,u14s,2021-12-16,50,Thursday,Very good,Very good,Good,Moderate,Very good
AT,u14s,2021-12-16,50,Thursday,Good,"Very, very good","Very, very good","Very, very good",NA
NW,u14s,2021-12-16,50,Thursday,Very good,Very good,Good,Very good,Good
EMy,u14s,2021-12-16,50,Thursday,Very good,Very good,Very good,Very good,very good
RO,u15s,2021-12-16,50,Thursday,Good,Very good,Very good,Very good,All good. And no pain in back so even better!
GN,u16s,2021-12-16,50,Thursday,Poor,Good,Moderate,Good,My legs are really sore from yesterdays s&c
MerB,u14s,2021-12-16,50,Thursday,Moderate,Very poor,Moderate,Good,Fine
MedB,u14s,2021-12-16,50,Thursday,Moderate,Good,Poor,Moderate,Legs are a bit tired
HD,u14s,2021-12-16,50,Thursday,Moderate,Moderate,Moderate,"Very, very poor",Good abit tired
NG,u14s,2021-12-16,50,Thursday,Moderate,Good,Good,Good,Good
AT,u14s,2021-12-18,50,Saturday,Very good,"Very, very good",Very good,NA,NA
GNo,u14s,2021-12-18,50,Saturday,Very good,Very good,Good,NA,Very good
NW,u14s,2021-12-18,50,Saturday,Very good,Very good,Very good,NA,Great
KW,u14s,2021-12-18,50,Saturday,Good,Good,Good,NA,happy
MerB,u14s,2021-12-18,50,Saturday,Poor,Poor,Very good,NA,Fine
MedB,u14s,2021-12-18,50,Saturday,Moderate,Good,Poor,NA,My legs hurt a bit but fine
BT,u14s,2021-12-18,50,Saturday,Very good,Very good,Good,NA,fine
AMc,u15s,2021-12-18,50,Saturday,Good,Good,Good,NA,Good
AI,u15s,2021-12-19,50,Sunday,Good,Good,Good,NA,NA
AMc,u15s,2021-12-19,50,Sunday,Good,Good,Good,NA,Good
GT,u15s,2021-12-19,50,Sunday,"Very, very good","Very, very good","Very, very good",NA,feeling good
GT,u15s,2021-12-20,51,Monday,Good,Good,Good,NA,feeling good
GT,u15s,2021-12-21,51,Tuesday,Moderate,Very good,Very good,NA,feeling good
AI,u15s,2021-12-20,51,Monday,Good,Good,Good,NA,NA
AI,u15s,2021-12-21,51,Tuesday,Good,Good,Good,NA,NA
RO,u15s,2021-12-21,51,Tuesday,Good,Very good,Very good,NA,Very good l. No pain from back when been on run. I struggle the first few times to get the pace right and a I was about 30- 15 secs over on first 2 but got the hang of it. Also I didn’t do the S&C before the run I didn’t realise till after so my apologies but I will do it next time I run.
GN,u16s,2021-12-22,51,Wednesday,Good,Moderate,Moderate,NA,Ok
GT,u15s,2021-12-22,51,Wednesday,Very good,Very good,Very good,NA,feeling good
RO,u15s,2021-12-22,51,Wednesday,Good,Very good,Very good,Very good,All good. No pain from my back but felt a bit more in exercises but no pain.
AMc,u15s,2021-12-23,51,Thursday,Good,Good,Moderate,NA,Good
AI,u15s,2021-12-23,51,Thursday,Good,Good,Good,NA,NA
GN,u16s,2021-12-23,51,Thursday,Good,Good,Moderate,NA,Good
RO,u15s,2021-12-23,51,Thursday,Moderate,Very good,Very good,NA,"All good, went on run this morning and I was faster on every one I was trying to get Pace right. I have been travelling most of day and I am feeling my back a bit now like it’s not pain full just feeling more than usual.  Oh and did S&C stretch’s and stuff which was all fine but the reverse Nordics hurt my knees."
IG,u14s,2021-12-23,51,Thursday,Very good,Very good,Very good,NA,Good
IG,u14s,2021-12-24,51,Friday,Very good,Good,Very good,NA,Good
GN,u16s,2021-12-24,51,Friday,Good,Good,Good,NA,Good
RO,u15s,2021-12-24,51,Friday,Moderate,Good,Good,NA,All good. I have had a bit more of a problem with my back today been bit more sensitive and hurting a bit more. Like a one out of ten. It’s just annoying and it’s uncomfortable.
GT,u15s,2021-12-25,51,Saturday,"Very, very good","Very, very good","Very, very good",NA,feeling good
IG,u14s,2021-12-26,51,Sunday,Very good,Very good,Very good,NA,Good
EP,u15s,2021-12-26,51,Sunday,Very good,Very good,Very good,Good,NA
GT,u15s,2021-12-26,51,Sunday,Very good,Very good,Very good,NA,feeling good
GT,u15s,2021-12-27,52,Monday,Very good,Very good,Very good,NA,feeling good
GN,u16s,2021-12-27,52,Monday,Good,Good,Good,NA,Good
GN,u16s,2021-12-28,52,Tuesday,Good,Good,Very good,NA,Good
GT,u15s,2021-12-29,52,Wednesday,Good,Good,Good,NA,feeling good
EP,u15s,2021-12-29,52,Wednesday,Poor,Good,Good,NA,Shin been hurting for 3 days
AMc,u15s,2021-12-30,52,Thursday,Good,Very good,Good,NA,I feel good
MedB,u14s,2021-12-30,52,Thursday,Poor,Very poor,Good,NA,Felt abit ill
GT,u15s,2021-12-30,52,Thursday,Good,Good,Good,NA,feeling good
GN,u16s,2021-12-30,52,Thursday,Good,Good,Good,NA,Good
RO,u15s,2022-01-01,52,Saturday,Good,Very good,Very good,NA,All good. I have had a problem with phone for last week so haven’t done the form. Last Thursday I did to much I did a run and the S&C and it was too much and my back has been a pain this last week so I have been hesitant to go on a run. But I went on one last night but I didn’t do S&C and it has been fine today.
GT,u15s,0022-01-01,52,Saturday,Very good,Very good,Very good,NA,feeing good
GN,u16s,2021-12-31,52,Friday,Good,Good,Good,NA,Good
GN,u16s,2022-01-01,52,Saturday,Good,Good,Good,NA,Good
GT,u15s,0022-01-02,52,Sunday,Very good,Very good,Very good,NA,feeling good
